,sentence,word,label,start,end,sure
1004,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",me,Biological Kind,81,83,False
1005,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",me,Biological Kind,231,233,False
1006,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",me,Biological Kind,236,238,False
1007,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",me,Biological Kind,259,261,False
1008,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",me,Biological Kind,348,350,False
1009,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",me,Biological Kind,377,379,False
1010,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",me,Biological Kind,405,407,False
1012,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",honey,Non-Living Kind,331,336,False
1013,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",honey,Non-Living Kind,443,448,False
1014,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",wrong,Normative Feature,111,116,False
1015,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",wrong,Normative Feature,154,159,False
1016,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",little,Perceptual,24,30,False
1017,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",little,Perceptual,205,211,False
1033,"deer (DIHR): A deer is a mammal that eats plants and lives in a meadow or forest, It has long legs and can run very fast.",deer,Biological Kind,0,4,False
1034,"deer (DIHR): A deer is a mammal that eats plants and lives in a meadow or forest, It has long legs and can run very fast.",deer,Biological Kind,15,19,False
1050,Is your daddy brave?Have you gone exploring with your daddy?,you,Biological Kind,25,28,False
1052,Is your daddy brave?Have you gone exploring with your daddy?,daddy,Social Kind/Role,8,13,False
1053,Is your daddy brave?Have you gone exploring with your daddy?,daddy,Social Kind/Role,54,59,False
1080,"A good warmbath is my daily scene Then I Love fresh clothes,so neat and clean I cover coughs, and catch my sneeze often right into my sleeve!",I,Biological Kind,39,40,False
1081,"A good warmbath is my daily scene Then I Love fresh clothes,so neat and clean I cover coughs, and catch my sneeze often right into my sleeve!",I,Biological Kind,78,79,False
1109,"She grabbed a bunch of rocks and started throwing here and there, and when they hit a wall or a dip, the sound would tell her where.",her,Biological Kind,122,125,False
1222,"One day his friend the Letter W said, “If you’re just going to sit around, at least go sit outside!” So he did.",sit,Behavioral,63,66,False
1223,"One day his friend the Letter W said, “If you’re just going to sit around, at least go sit outside!” So he did.",sit,Behavioral,87,90,False
1227,"One day his friend the Letter W said, “If you’re just going to sit around, at least go sit outside!” So he did.",go,Behavioral,84,86,False
1230,"One day his friend the Letter W said, “If you’re just going to sit around, at least go sit outside!” So he did.",he,Biological Kind,104,106,False
1262,"And she remained there for days and days without changing the slightest, looking oh, so beautiful under the glass case.",days,Non-Living Kind,27,31,False
1263,"And she remained there for days and days without changing the slightest, looking oh, so beautiful under the glass case.",days,Non-Living Kind,36,40,False
1268,"Love to all, Lydia Grace February 12, 1936 Dearest Grandma, Thank you again for those bulbs you sent at Christmas.",you,Biological Kind,66,69,False
1269,"Love to all, Lydia Grace February 12, 1936 Dearest Grandma, Thank you again for those bulbs you sent at Christmas.",you,Biological Kind,92,95,False
1279,Llama Llama starts to doze.,Llama,Biological Kind,0,5,False
1280,Llama Llama starts to doze.,Llama,Biological Kind,6,11,False
1285,Little Sock wishes that he has a friend.,he,Anthropomorphized,24,26,False
1315,Did the itsy bitsy spider Go up the spout again?,itsy,Perceptual,8,12,False
1341,"The King's son who was told that a great princess, whom nobody knew, was come, ran out to receive her; he gave her his hand as she alighted out of the coach, and led her into the ball, among all the company.",her,Biological Kind,98,101,False
1342,"The King's son who was told that a great princess, whom nobody knew, was come, ran out to receive her; he gave her his hand as she alighted out of the coach, and led her into the ball, among all the company.",her,Biological Kind,111,114,False
1343,"The King's son who was told that a great princess, whom nobody knew, was come, ran out to receive her; he gave her his hand as she alighted out of the coach, and led her into the ball, among all the company.",her,Biological Kind,166,169,False
1346,"The King's son who was told that a great princess, whom nobody knew, was come, ran out to receive her; he gave her his hand as she alighted out of the coach, and led her into the ball, among all the company.",he,Biological Kind,103,105,False
1395,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",SHOES,Artifacts,156,161,False
1396,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",SHOES,Artifacts,170,175,False
1397,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",SHOES,Artifacts,182,187,False
1398,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",HAT,Artifacts,5,8,False
1399,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",HAT,Artifacts,16,19,False
1400,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",HAT,Artifacts,25,28,False
1401,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",HAT,Artifacts,201,204,False
1402,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",SHIRT,Artifacts,39,44,False
1403,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",SHIRT,Artifacts,51,56,False
1404,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",SHIRT,Artifacts,65,70,False
1405,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",SHIRT,Artifacts,211,216,False
1406,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",PANTS,Artifacts,84,89,False
1407,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",PANTS,Artifacts,95,100,False
1408,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",PANTS,Artifacts,107,112,False
1409,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",PANTS,Artifacts,222,227,False
1410,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",SOCKS,Artifacts,138,143,False
1411,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",SOCKS,Artifacts,236,241,False
1413,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",BLUE,Perceptual,0,4,False
1414,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",BLUE,Perceptual,46,50,False
1415,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",BLUE,Perceptual,119,123,False
1416,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",BLUE,Perceptual,177,181,False
1417,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",BLUE,Perceptual,217,221,False
1418,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",YELLOW,Perceptual,58,64,False
1419,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",YELLOW,Perceptual,77,83,False
1420,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",YELLOW,Perceptual,163,169,False
1421,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",YELLOW,Perceptual,194,200,False
1422,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",GREEN,Perceptual,10,15,False
1423,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",GREEN,Perceptual,101,106,False
1424,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",GREEN,Perceptual,150,155,False
1425,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",GREEN,Perceptual,205,210,False
1426,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",RED,Perceptual,21,24,False
1427,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",RED,Perceptual,35,38,False
1428,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",RED,Perceptual,91,94,False
1429,"BLUE HAT, GREEN HAT, RED HAT, OOPS RED SHIRT, BLUE SHIRT, YELLOW SHIRT, OOPS YELLOW PANTS, RED PANTS GREEN PANTS, OOPS BLUE COAT OOPS RED SOCKS, OOPS GREEN SHOES, YELLOW SHOES, BLUE SHOES, OOPS YELLOW HAT GREEN SHIRT BLUE PANTS (PURPLE SOCKS!)",RED,Perceptual,134,137,False
1433,"lt is Ellie,eagerly splashing on her bellyEllie enjoys the hot, hot sun.",Ellie,Biological Kind,6,11,False
1434,"lt is Ellie,eagerly splashing on her bellyEllie enjoys the hot, hot sun.",Ellie,Biological Kind,42,47,False
1438,"lt is Ellie,eagerly splashing on her bellyEllie enjoys the hot, hot sun.",hot,Perceptual,59,62,False
1439,"lt is Ellie,eagerly splashing on her bellyEllie enjoys the hot, hot sun.",hot,Perceptual,64,67,False
1449,"""How can I feel it when I feel so bad?""",I,Biological Kind,9,10,False
1450,"""How can I feel it when I feel so bad?""",I,Biological Kind,24,25,False
1451,"""How can I feel it when I feel so bad?""",feel,Mental State,11,15,False
1452,"""How can I feel it when I feel so bad?""",feel,Mental State,26,30,False
1462,"This proposal took her quite by surprise, but she really loved Sir Edward; and her friends, Sir Walter and Mr. Goodall, advised her to accept him, telling her she would then be able to do many more good works than she had ever done before.",she,Biological Kind,46,49,False
1463,"This proposal took her quite by surprise, but she really loved Sir Edward; and her friends, Sir Walter and Mr. Goodall, advised her to accept him, telling her she would then be able to do many more good works than she had ever done before.",she,Biological Kind,159,162,False
1464,"This proposal took her quite by surprise, but she really loved Sir Edward; and her friends, Sir Walter and Mr. Goodall, advised her to accept him, telling her she would then be able to do many more good works than she had ever done before.",she,Biological Kind,214,217,False
1465,"This proposal took her quite by surprise, but she really loved Sir Edward; and her friends, Sir Walter and Mr. Goodall, advised her to accept him, telling her she would then be able to do many more good works than she had ever done before.",her,Biological Kind,19,22,False
1467,"This proposal took her quite by surprise, but she really loved Sir Edward; and her friends, Sir Walter and Mr. Goodall, advised her to accept him, telling her she would then be able to do many more good works than she had ever done before.",her,Biological Kind,128,131,False
1468,"This proposal took her quite by surprise, but she really loved Sir Edward; and her friends, Sir Walter and Mr. Goodall, advised her to accept him, telling her she would then be able to do many more good works than she had ever done before.",her,Biological Kind,155,158,False
1490,")""But I shouldn't have minded all that if it hadn't been for an awful little fellow on the top of the house by the kitchen chimney, who kept a-hollering and hollering, 'Cook him in a stew!",hollering,Behavioral,143,152,False
1491,")""But I shouldn't have minded all that if it hadn't been for an awful little fellow on the top of the house by the kitchen chimney, who kept a-hollering and hollering, 'Cook him in a stew!",hollering,Behavioral,157,166,False
1496,")""But I shouldn't have minded all that if it hadn't been for an awful little fellow on the top of the house by the kitchen chimney, who kept a-hollering and hollering, 'Cook him in a stew!",him,Biological Kind,174,177,False
1518,"Her dress was of pearl and dewdrops, and there were flowers round her neck and in her hair, and her face was like the most perfect flower of all.",flower,Biological Kind,131,137,False
1529,He blew and blew.,blew,Behavioral,3,7,False
1530,He blew and blew.,blew,Behavioral,12,16,False
1538,"When she decides to throw a dinner party for all her friends, she soon finds what it's like to deal with picky letters herself!",she,Biological Kind,5,8,False
1539,"When she decides to throw a dinner party for all her friends, she soon finds what it's like to deal with picky letters herself!",she,Biological Kind,62,65,False
1593,"And out of the kindness of his heart, he once built a house for someone who needed it.",he,Biological Kind,38,40,False
1629,"He hid himself in a wild wood for many days; but there was no food to be found, and he grew so weak and sick that he thought he should die.",he,Biological Kind,84,86,False
1630,"He hid himself in a wild wood for many days; but there was no food to be found, and he grew so weak and sick that he thought he should die.",he,Biological Kind,114,116,False
1631,"He hid himself in a wild wood for many days; but there was no food to be found, and he grew so weak and sick that he thought he should die.",he,Biological Kind,125,127,False
1644,[[No kids and this means you]] If I don't get some I don't know what I'll do.,do,Behavioral,74,76,False
1646,[[No kids and this means you]] If I don't get some I don't know what I'll do.,I,Biological Kind,34,35,False
1647,[[No kids and this means you]] If I don't get some I don't know what I'll do.,I,Biological Kind,51,52,False
1648,[[No kids and this means you]] If I don't get some I don't know what I'll do.,I,Biological Kind,69,70,False
1695,"And while the Boy was asleep, dreaming of the seaside, the little Rabbit lay among the old picture-books in the corner behind the fowlhouse, and he felt very lonely.",he,Anthropomorphized,145,147,False
1697,"The doors on the bus go open and shut OPEN and SHUT OPEN and SHUT The doors on the bus go OPEN and SHUT All over town The people on the bus step out and in OUT and IN OUT and IN The people on the bus step out and in All over town The driver on the bus says, ""Move on back!",bus,Artifacts,17,20,False
1698,"The doors on the bus go open and shut OPEN and SHUT OPEN and SHUT The doors on the bus go OPEN and SHUT All over town The people on the bus step out and in OUT and IN OUT and IN The people on the bus step out and in All over town The driver on the bus says, ""Move on back!",bus,Artifacts,83,86,False
1699,"The doors on the bus go open and shut OPEN and SHUT OPEN and SHUT The doors on the bus go OPEN and SHUT All over town The people on the bus step out and in OUT and IN OUT and IN The people on the bus step out and in All over town The driver on the bus says, ""Move on back!",bus,Artifacts,136,139,False
1700,"The doors on the bus go open and shut OPEN and SHUT OPEN and SHUT The doors on the bus go OPEN and SHUT All over town The people on the bus step out and in OUT and IN OUT and IN The people on the bus step out and in All over town The driver on the bus says, ""Move on back!",bus,Artifacts,196,199,False
1701,"The doors on the bus go open and shut OPEN and SHUT OPEN and SHUT The doors on the bus go OPEN and SHUT All over town The people on the bus step out and in OUT and IN OUT and IN The people on the bus step out and in All over town The driver on the bus says, ""Move on back!",bus,Artifacts,248,251,False
1702,"The doors on the bus go open and shut OPEN and SHUT OPEN and SHUT The doors on the bus go OPEN and SHUT All over town The people on the bus step out and in OUT and IN OUT and IN The people on the bus step out and in All over town The driver on the bus says, ""Move on back!",doors,Artifacts,4,9,False
1703,"The doors on the bus go open and shut OPEN and SHUT OPEN and SHUT The doors on the bus go OPEN and SHUT All over town The people on the bus step out and in OUT and IN OUT and IN The people on the bus step out and in All over town The driver on the bus says, ""Move on back!",doors,Artifacts,70,75,False
1704,"The doors on the bus go open and shut OPEN and SHUT OPEN and SHUT The doors on the bus go OPEN and SHUT All over town The people on the bus step out and in OUT and IN OUT and IN The people on the bus step out and in All over town The driver on the bus says, ""Move on back!",step,Behavioral,140,144,False
1705,"The doors on the bus go open and shut OPEN and SHUT OPEN and SHUT The doors on the bus go OPEN and SHUT All over town The people on the bus step out and in OUT and IN OUT and IN The people on the bus step out and in All over town The driver on the bus says, ""Move on back!",step,Behavioral,200,204,False
